ID,pKa_pred,pKa_real
1m83,3.382,3.400
1mai,6.932,6.680
1mes,7.541,7.700
1met,9.236,9.400
1mfa,5.089,5.040
1mfd,5.076,5.310
1mh5,9.168,9.210
1mjj,8.813,8.740
1mmq,7.624,7.520
1mmr,5.695,5.400
1moq,3.496,3.460
1mq5,8.689,9.000
1mrs,4.042,3.960
1mrx,7.156,7.260
1msm,10.366,10.480
1msn,9.206,9.090
1mtr,8.313,8.400
1mu6,8.622,8.380
1mu8,8.800,9.000
1mue,8.998,8.640
1my4,7.405,6.980
1n3i,8.875,8.890
1n46,10.578,10.520
1n4h,6.585,6.550
1n4k,9.989,10.050
1n51,4.779,4.850
1n5r,5.718,5.660
1nc1,6.213,6.120
1ndw,4.935,5.230
1ndy,6.100,6.170
1ndz,8.303,8.110
1nf8,7.797,7.820
1nfu,7.454,7.740
1nfx,8.560,8.520
1nfy,8.764,8.890
1nh0,9.976,9.740
1nhu,5.678,5.660
1nhz,6.079,6.080
1nja,6.111,6.310
1njd,5.380,5.570
1nje,4.097,3.800
1njs,8.123,7.820
1nki,6.463,6.700
1nl9,5.943,5.960
1nm6,10.704,10.050
1nny,7.527,7.660
1no6,4.458,4.410
1np0,3.986,3.570
1nt1,9.369,8.890
1nvs,7.769,7.820
1nw4,8.850,9.070
1nw5,5.182,5.210
1nw7,5.506,5.090
1nwl,2.429,2.390
1nz7,7.700,7.120
1o0f,5.174,5.300
1o0h,5.617,5.920
1o0m,5.301,5.150
1o1s,6.843,7.310
1o2h,7.209,7.170
1o2o,6.765,6.360
1o2q,8.170,7.680
1o2r,5.377,5.210
1o2w,5.428,5.850
1o2z,6.289,6.110
1o30,6.783,6.770
1o33,5.681,5.740
1o35,4.899,5.000
1o38,6.698,6.820
1o3d,6.896,7.130
1o3i,7.369,7.300
1o3j,6.537,6.770
1o3l,6.325,6.540
1o5a,6.421,6.420
1o5c,5.301,5.220
1o5e,5.854,5.740
1o5g,4.971,4.960
1o5r,8.274,8.120
1o86,9.380,9.570
1oar,8.057,7.400
1oau,7.514,7.700
1oba,2.540,2.440
1ocq,4.712,5.190
1odi,4.197,4.210
1odj,3.834,4.100
1oe8,5.541,5.520
1ogd,3.206,3.030
1ogz,5.801,5.850
1ohr,8.715,8.700
1oif,7.632,7.720
1okl,6.321,6.030
1ols,6.028,5.820
1olu,4.416,4.410
1olx,4.632,4.330
1om1,6.846,6.770
1ony,6.500,6.770
1ork,9.032,8.810
1owe,5.889,6.200
1owh,7.037,7.400
1oz0,8.046,7.700
1p19,4.276,4.110
1p1n,6.776,6.800
1p1o,5.875,5.760
1pa9,4.657,4.600
1pb8,5.039,5.150
1pb9,4.060,3.620
1pbq,6.268,6.270
1pdz,3.677,3.700
1pfu,2.672,2.720
1pgp,5.862,5.700
1phw,3.008,3.300
1pkx,6.887,6.920
1ppc,6.205,6.160
1pph,5.951,5.920
1ppk,8.056,7.660
1ppl,8.902,8.550
1ppm,6.094,5.800
1pr5,4.041,3.920
1pro,11.117,11.300
1pxn,7.494,7.150
1pxo,9.116,8.700
1pxp,7.015,6.660
1pyn,5.225,5.490
1pz5,5.389,5.400
1pzi,3.676,4.220
1pzp,3.410,3.310
1q1g,8.466,8.570
1q54,5.809,5.850
1q65,5.462,5.460
1q72,6.569,6.850
1q8w,5.111,5.240
1qb1,6.931,6.770
1qb6,6.000,6.060
1qb9,7.727,7.440
1qbn,5.721,5.850
1qbo,7.891,7.740
1qbq,8.236,8.300
1qbr,11.011,10.570
1qbt,10.377,10.620
1qbu,9.994,10.240
1qbv,5.346,5.390
1qf1,7.178,7.320
1qft,8.604,8.770
1qhc,7.478,7.570
1qin,8.403,8.000
1qk3,5.099,5.150
1qkb,7.502,7.350
1qkt,9.021,9.040
1ql7,5.109,5.000
1ql9,5.300,5.350
1qy1,6.085,6.520
1qy2,5.810,5.740
1r1h,8.886,8.920
1r1j,8.930,8.640
1rbp,6.622,6.720
1rd4,8.188,7.740
1rjk,9.991,10.000
1rmz,7.825,8.000
1rnm,2.969,3.070
1rnt,5.380,5.190
1rp7,8.089,8.520
1rql,2.785,2.750
1rr6,10.904,10.250
1s38,4.959,5.150
1s39,7.442,7.700
1s5z,3.247,3.210
1s89,4.866,5.240
1sb1,7.367,6.890
1sbg,7.588,7.740
1sdt,9.538,9.270
1sdu,9.888,10.070
1sdv,8.995,8.740
1sgu,5.389,5.370
1siv,8.001,8.080
1sl3,12.028,11.850
1sqo,7.279,7.460
1sqt,5.949,6.200
1sr7,9.805,10.100
1ssq,6.147,6.000
1stc,8.228,8.100
1str,4.761,4.770
1sv3,4.835,4.350
1sw2,7.509,7.220
1swg,8.162,7.360
1syh,6.434,6.410
1syi,5.238,5.440
1szd,4.750,4.540
1t31,8.602,8.640
1t32,7.500,7.420
1t4v,7.946,7.680
1t5f,4.281,4.220
1t7d,6.163,6.030
1t7j,8.531,8.700
1ta6,9.183,9.130
1td7,4.667,4.370
1tjp,4.417,4.420
1tkb,8.361,8.000
1tlp,7.650,7.550
1tmn,7.356,7.300
1tng,2.836,2.930
1tnh,3.482,3.370
1tni,4.306,4.000
1tom,8.197,8.300
1tpw,3.245,3.300
1tq4,6.034,6.190
1trd,5.110,5.400
1tsy,4.928,4.960
1ttm,7.656,7.350
1tx7,4.622,4.600
1txr,7.590,7.740
1u71,7.158,7.480
1ucn,5.224,5.220
1ugx,5.930,5.910
1uho,9.568,9.220
1ui0,6.864,7.060
1uj5,3.004,3.050
1uml,7.687,7.520
1uou,8.300,7.700
1ur9,6.291,5.770
1usi,6.647,6.740
1usk,6.179,6.400
1usn,7.512,7.740
1utj,3.816,3.840
1utm,3.397,3.010
1utn,3.717,3.490
1uv6,5.039,5.120
1uvt,7.655,7.640
1uw6,7.306,7.340
1uwt,6.584,5.970
1uwu,6.318,5.980
1uz8,4.871,4.960
1v0l,7.514,7.550
1v11,4.115,3.980
1v16,3.974,3.870
1v1m,4.047,3.940
1v2j,3.522,3.250
1v2k,6.218,6.190
1v2l,4.262,4.290
1v2n,5.925,5.900
1v2o,4.901,4.730
1v2r,3.628,3.550
1v2t,4.707,4.710
1v2u,3.598,3.370
1v2w,4.210,4.010
1v48,7.618,7.800
1vfn,5.624,5.600
1vyf,7.813,8.050
1vzq,7.784,7.440
1w0z,7.960,7.680
1w11,8.103,8.220
1w13,8.784,8.700
1w3j,6.303,6.320
1w4p,4.459,4.740
1w4q,5.072,5.260
1w5w,8.387,8.800
1w5y,8.672,8.480
1w7g,5.069,5.100
1w96,8.418,8.410
1wc1,4.152,4.000
1wdn,6.110,6.300
1wht,3.659,3.700
1wm1,5.792,6.300
1wuq,8.375,8.270
1wur,6.969,6.660
1x1z,10.543,11.060
1x39,8.962,9.220
1x8d,2.288,2.210
1x8j,6.845,6.960
1x8t,7.410,7.800
1xap,9.153,8.700
1xbo,5.924,6.040
1xff,4.750,4.820
1xgi,4.899,4.850
1xjd,9.035,9.480
1xk5,5.856,6.000
1xkk,8.230,8.520
1xow,9.143,9.280
1xpz,7.386,7.080
1xug,7.136,7.050
1y0l,8.724,9.000
1y1z,3.114,3.080
1y20,5.426,5.320
1y3n,5.363,5.550
1y3p,4.664,4.820
1y3x,5.217,5.140
1y6q,11.965,11.700
1y6r,10.304,10.110
1yc4,6.170,6.550
1yda,7.027,6.550
1ydb,8.436,8.240
1ydd,7.396,7.070
1ydk,6.297,5.890
1yds,6.205,5.920
1yei,7.442,7.460
1yej,7.299,7.460
1yet,5.770,5.920
1ypg,8.139,8.000
1ypj,7.312,7.020
1yqy,7.531,7.620
1yvm,6.697,6.400
1z1h,8.296,8.400
1z4o,4.539,4.520
1z6s,4.343,4.340
1z71,8.964,9.180
1z9y,7.206,7.190
1zdp,5.547,5.740
1zge,7.248,7.300
1zgi,5.580,5.340
1zhy,6.613,6.520
1zoe,7.007,7.400
1zpa,8.773,8.400
1zs0,6.282,6.150
1zsf,9.889,9.920
2a14,6.117,5.700
2a4m,4.676,4.520
2a5b,3.632,3.930
2a5c,4.887,4.620
2a5s,6.758,6.700
2a8g,3.656,3.690
2aac,2.386,2.220
2afx,5.399,5.150
2al5,8.791,8.400
2am4,3.398,3.720
2amt,4.409,4.440
2ans,5.960,5.920
2aoc,5.017,4.890
2aod,5.599,5.660
2arm,7.296,7.680
2avm,6.019,5.700
2avo,8.838,8.850
2avq,4.480,4.390
2avs,7.660,7.570
2ax9,10.083,9.520
2ayr,10.003,9.290
2azr,3.648,3.640
2b07,6.319,6.430
2b1g,6.980,6.640
2b1i,6.783,6.820
2b4l,4.460,4.770
2b7d,9.230,8.700
2b9a,7.991,8.050
2bal,6.425,6.310
2bes,4.167,4.240
2bet,2.839,2.770
2bfq,6.496,6.890
2bmk,5.674,5.620
2bo4,4.658,4.610
2boh,8.780,8.520
2boj,6.102,5.770
2bok,6.384,6.550
2bpy,7.680,7.400
2bq7,6.984,7.050
2bqv,7.622,8.050
2br1,5.299,5.140
2brm,5.565,5.890
2bt9,6.265,6.190
2buv,4.553,4.000
2bvd,6.031,6.000
2bvr,3.659,3.700
2bvs,4.076,4.100
2byr,9.029,8.550
2bys,9.959,9.520
2bz6,6.930,7.090
2bza,2.710,2.800
2c3i,7.454,7.600
2c3l,4.859,5.070
2c92,5.483,5.680
2c94,6.991,6.820
2c97,6.081,6.140
2ca8,4.898,4.660
2cbv,5.346,5.480
2cc7,7.420,8.010
2ccb,7.310,7.450
2ccc,7.309,7.760
2cej,8.037,8.620
2cen,8.024,8.300
2ceq,7.569,7.280
2cer,9.488,9.220
2ces,7.260,7.250
2cex,4.900,4.700
2cgf,6.760,6.410
2cht,5.537,5.520
2cle,3.566,3.550
2clh,4.110,4.060
2cli,4.478,4.300
2clk,4.016,3.790
2csn,4.693,4.410
2ctc,3.932,3.890
2d0k,5.006,5.020
2d3z,6.625,6.640
2drc,10.396,9.890
2dri,7.071,6.890
2dw7,4.423,4.700
2e1w,7.793,7.960
2e2p,4.487,4.740
2e2r,8.651,8.260
2e7f,6.145,6.100
2e9u,8.229,8.100
2epn,7.213,7.220
2erz,5.791,5.660
2evl,6.822,6.700
2ewa,7.638,7.940
2ewb,6.126,6.100
2exm,4.260,4.110
2ez7,4.057,4.360
2f1g,7.776,7.540
2f2h,5.593,5.700
2f34,6.989,6.890
2f7i,7.181,7.100
2f7o,7.596,7.440
2f7p,6.665,6.600
2f80,8.020,8.180
2f8g,8.955,8.700
2fdp,7.796,7.590
2fgu,8.900,9.180
2fgv,5.806,6.120
2fle,7.425,7.850
2flr,6.294,6.100
2fqo,6.575,6.430
2fqt,6.841,6.140
2fqw,6.827,6.680
2fqx,7.286,7.150
2fqy,6.893,6.570
2fu8,4.707,4.700
2fw6,2.934,2.920
2fx6,3.834,3.700
2fxs,6.489,6.060
2fxu,8.310,8.150
2fxv,5.422,5.350
2g5u,8.712,8.490
2gh9,6.286,6.000
2gj5,8.095,8.320
2gkl,5.396,5.350
2gl0,4.655,4.820
2gv6,7.123,7.340
2gv7,8.124,7.850
2gvv,3.740,3.900
2gz2,5.014,5.220
2h21,6.760,6.540
2h3e,5.553,5.700
2h4k,5.872,5.490
2h4n,8.730,8.700
2h6b,5.472,5.390
2ha2,4.754,4.660
2ha3,3.045,3.030
2ha6,4.073,4.320
2hah,8.398,8.000
2hb3,11.473,11.350
2hhn,7.378,7.490
2hjb,4.005,4.390
2hl4,7.968,7.640
2hmu,7.718,7.700
2hmv,7.520,7.700
2hnc,7.379,7.220
2hoc,9.444,9.520
2hs1,8.433,8.480
2hxm,4.727,5.220
2hzl,6.583,6.570
2hzy,7.587,7.390
2i0a,10.930,11.400
2i19,7.842,7.800
2i2c,4.787,4.700
2i3i,7.017,7.300
2i4d,11.331,11.680
2i4j,6.256,6.160
2i4u,10.938,11.570
2i4w,11.634,11.590
2i4x,12.039,11.720
2i6b,7.213,7.170
2i80,5.498,5.400
2idw,8.853,8.890
2ihj,4.377,4.590
2isw,7.443,7.430
2iuz,5.424,5.550
2izl,6.972,6.000
2j27,3.624,3.520
2j34,7.502,7.820
2j4g,6.650,6.600
2j79,6.512,5.960
2j7e,7.433,7.320
2j7f,6.559,6.350
2j94,6.567,6.270
2j95,8.719,8.400
2jdp,6.798,6.600
2jds,8.638,8.200
2jew,6.394,6.690
2jf4,8.267,8.150
2jfz,5.156,5.240
2jg0,7.867,7.820
2jgs,7.123,6.620
2jh0,9.199,8.700
2jh5,6.616,6.440
2jjb,7.688,7.920
2jkh,7.908,8.050
2jkp,4.540,4.230
2jxr,7.033,7.050
2mas,7.724,7.520
2nmx,5.612,5.570
2nmz,8.294,8.370
2nn1,6.013,5.820
2nn7,6.714,6.520
2nnd,6.082,6.060
2nsj,4.772,4.790
2nsl,4.716,4.680
2o0u,5.612,5.490
2o4j,10.121,10.100
2o4k,10.152,10.460
2o4l,8.875,9.220
2o4r,9.562,9.400
2o4s,10.556,10.510
2oag,8.129,8.470
2ogy,4.616,4.480
2oi0,8.167,7.550
2oiq,4.927,5.000
2ojg,5.510,5.640
2ojj,8.537,8.700
2olb,5.965,5.540
2on6,7.271,6.760
2ovv,7.644,7.920
2ovy,8.198,8.400
2oxn,7.514,7.440
2oxx,6.623,6.700
2oxy,6.555,6.520
2oym,4.855,5.000
2p15,10.331,10.300
2p16,10.447,10.100
2p2a,6.262,6.120
2p3a,8.275,7.960
2p3b,8.411,8.480
2p3c,7.201,7.620
2p4j,8.229,8.960
2p4s,9.688,9.510
2p53,7.292,7.460
2p7a,6.235,6.100
2p7z,6.765,6.580
2p95,9.659,9.370
2pbw,8.195,8.250
2pgz,5.895,5.740
2pk5,10.346,10.700
2pk6,11.015,10.890
2pog,9.864,9.540
2pou,7.212,7.420
2pow,7.175,7.200
2pqb,6.999,7.200
2pql,7.019,7.280
2pqz,5.823,5.670
2psu,7.182,7.620
2ptz,7.965,7.820
2pu1,5.697,5.850
2pv1,7.681,7.140
2pvk,8.204,8.300
2pvl,7.565,7.620
2pvu,6.436,6.310
2pwc,6.741,6.570
2pwd,4.170,4.400
2pwg,4.789,4.820
2py4,7.051,6.700
2pym,6.432,6.820
2pyn,7.043,7.570
2pyy,4.749,4.600
2q2a,7.175,7.410
2q38,5.366,5.230
2q54,8.788,9.010
2q55,8.529,8.690
2q63,7.253,7.180
2q64,8.159,8.520
2q6f,5.264,5.440
2q88,5.960,5.800
2q89,6.297,6.300
2q8h,3.313,3.000
2q8z,5.416,5.680
2qbq,7.545,7.440
2qci,8.240,8.340
2qd6,8.397,8.680
2qd7,9.428,9.100
2qdt,5.038,5.190
2qe4,8.599,7.960
2qg0,5.796,5.720
2qg2,5.229,5.400
2qhy,7.297,7.480
2qhz,7.051,7.280
2qi0,7.611,7.380
2qi1,7.550,7.300
2qi3,10.529,10.200
2qi7,9.716,10.210
2qnq,6.391,6.110
2qpu,3.825,3.600
2qrl,4.218,4.000
2qta,5.731,5.760
2qtn,3.156,3.420
2qtt,4.300,4.320
2qu6,8.838,8.520
2qw1,3.898,3.900
2qwc,3.524,3.550
2qwe,7.885,7.480
2qwf,5.691,5.670
2qzr,7.252,7.260
2r0h,3.737,3.510
2r0z,5.542,5.470
2r2m,7.332,7.330
2r38,7.604,7.440
2r3t,6.131,5.850
2r3w,7.016,6.890
2r43,6.209,6.000
2r59,8.361,8.190
2r5a,3.089,2.600
2r9w,4.990,5.100
2ra6,4.934,4.520
2rcn,5.805,6.000
2rd6,8.207,8.300
2rin,3.962,4.000
2rk8,3.814,3.640
2rka,3.103,3.000
2rkd,2.894,2.720
2rke,4.083,4.080
2rkg,7.895,8.090
2rkm,4.005,3.900
2std,9.813,9.850
2tmn,5.665,5.890
2tpi,3.973,4.310
2usn,7.074,6.510
2uwl,8.207,8.400
2uwo,9.082,8.700
2uwp,6.562,6.810
2uxi,7.804,7.300
2uxz,8.934,8.480
2uy0,7.081,6.920
2uy4,4.995,4.680
2uy5,5.215,5.490
2uyn,2.616,2.700
2uyq,5.790,5.680
2v25,5.747,5.720
2v2c,3.808,3.410
2v3d,3.573,3.940
2v3u,3.390,3.000
2v54,4.637,4.600
2v57,6.715,7.100
2v58,8.660,9.090
2v59,7.736,7.740
2v8w,7.004,6.820
2v95,8.434,8.300
2vb8,4.865,4.600
2vc9,8.385,8.440
2ves,7.867,7.700
2vfk,3.860,3.710
2vh0,8.642,8.510
2vh6,9.376,9.700
2vhj,3.845,3.900
2vjx,4.713,4.960
2vk2,6.789,6.890
2vk6,5.454,5.300
2vmd,3.194,3.020
2vnp,10.178,9.920
2vo4,5.277,4.940
2vpe,5.226,4.940
2vpn,6.716,6.720
2vpo,5.011,5.420
2vt3,4.384,4.150
2vuk,3.548,3.900
2vvs,7.541,7.340
2vvu,7.816,8.100
2vw1,3.350,3.520
2vwl,6.930,7.020
2vwn,7.934,8.000
2vxn,4.855,5.000
2vyt,3.076,2.740
2w08,3.463,3.420
2w47,4.948,4.980
2w4x,4.749,4.850
2w5g,6.075,6.070
2w67,4.802,4.960
2w8j,3.110,2.960
2w8w,2.230,2.120
2w8y,9.452,9.090
2w9h,6.070,6.370
2wb5,9.507,9.130
2we3,4.713,4.430
2web,5.483,5.120
2wec,3.717,3.960
2wed,6.358,6.100
2weh,5.791,5.950
2wej,6.287,6.080
2weq,5.534,5.900
2wer,7.380,7.050
2wf5,5.746,6.000
2wgj,9.178,8.700
2whp,3.989,4.000
2wk6,3.691,3.320
2wky,8.395,8.590
2wkz,8.531,8.770
2wly,6.586,6.600
2wm0,4.587,4.520
2wn9,8.141,8.520
2wor,3.792,3.900
2wos,3.770,3.900
2wq5,3.552,3.740
2wr8,5.787,5.440
2wuf,4.362,4.290
2wvt,6.109,6.120
2wyf,4.602,4.430
2wyg,8.139,8.700
2wzf,7.164,7.000
2wzs,3.892,3.850
2x09,4.204,3.760
2x2r,7.212,7.120
2x4z,8.876,8.570
2x6x,3.614,3.680
2x91,6.305,6.740
2x96,4.155,4.030
2xab,9.111,9.270
2xbw,8.123,8.000
2xbx,7.917,7.820
2xc0,6.636,6.720
2xc4,7.861,8.050
2xd9,6.992,6.460
2xda,6.611,6.220
2xde,5.426,5.470
2xdk,3.575,3.600
2xdx,6.265,6.460
2xg9,3.675,4.150
2xib,7.054,7.260
2xii,7.547,7.200
2xj2,7.422,7.180
2xj7,6.305,6.660
2xm1,5.183,5.070
2xn3,5.947,5.920
2xn5,7.059,6.690
2xog,3.419,3.430
2xxr,6.859,6.550
2xxt,7.999,8.050
2xxx,6.418,6.410
2xyd,7.000,6.820
2xye,8.232,8.340
2xyf,8.147,8.440
2xyt,6.323,6.290
2y5f,8.601,8.700
2y7i,5.209,5.540
2y7x,8.582,8.890
2y7z,8.449,8.700
2y80,7.676,8.050
2y81,8.354,8.700
2y8c,6.471,6.400
2ya6,5.884,5.700
2ya7,3.060,3.140
2ya8,5.907,5.750
2yay,6.443,6.100
2yaz,5.169,5.140
2yb0,3.797,3.850
2yek,6.995,7.210
2yfx,7.985,8.090
2ygf,4.973,5.090
2yhw,5.449,5.600
2yi0,8.453,8.120
2yix,8.984,8.480
2yk1,8.161,8.130
2ylc,7.555,7.890
2yme,7.268,7.660
2ypi,5.128,4.820
2ypo,4.852,4.680
2yxj,9.578,9.300
2yz3,6.618,6.660
2z4o,9.791,9.570
2z94,6.126,5.850
2za0,7.027,6.640
2zcs,8.482,8.220
2zdm,6.640,6.410
2zfp,5.059,5.170
2zfs,6.657,6.540
2zft,6.598,6.520
2zgx,6.491,6.740
2zmm,7.579,7.600
2zn7,8.207,7.890
2zq0,5.995,6.820
2zq2,6.656,6.560
2zx7,10.858,10.490
2zym,5.948,6.140
2zz1,4.147,4.540
2zz2,4.149,4.540
3a1c,3.871,4.000
3a1e,2.670,2.660
3a6t,7.541,7.280
3aaq,3.334,3.300
3aas,4.420,4.510
3aau,4.752,5.050
3acl,6.831,6.220
3acx,5.941,5.700
3aid,6.716,6.860
3alt,3.089,2.920
3ao2,3.758,3.770
3aqt,6.764,6.720
3arq,6.422,6.400
3arw,6.255,6.150
3arx,5.308,5.330
3axz,3.276,3.430
3b1m,8.858,8.480
3b24,4.510,4.380
3b3c,4.141,3.980
3b3x,3.783,3.600
3b4p,5.517,5.400
3b50,8.005,7.550
3b5r,8.341,8.770
3b66,8.250,8.600
3b67,9.116,8.850
3b7r,7.441,7.700
3b7u,7.589,7.740
3b92,7.980,8.000
3bbf,5.252,5.280
3bft,6.499,6.490
3bgb,5.825,6.050
3bgc,5.247,5.020
3bgq,8.382,7.960
3bgs,9.433,9.420
3bgz,6.165,6.260
3bkl,6.297,6.170
3bl0,7.600,6.920
3bqc,5.262,5.730
3bra,2.668,2.700
3bu1,8.337,8.150
3buf,3.267,3.100
3buh,3.566,3.660
3bva,6.672,6.520
3bvb,5.456,5.490
3bxe,5.000,5.480
3bxf,5.473,5.540
3bxg,4.557,4.960
3bxh,3.772,4.030
3bzf,4.794,4.520
3c2f,2.023,2.000
3c2o,3.056,3.350
3c2r,3.235,3.110
3c2u,3.104,2.900
3c39,3.751,3.960
3c4h,5.893,5.700
3c52,7.632,7.300
3c56,7.791,7.890
3c88,6.947,6.800
3c8a,6.017,6.180
3c8b,6.169,6.100
3cfn,5.034,5.000
3cke,6.036,6.100
3cl0,7.452,7.070
3cyw,7.720,7.770
3cyz,7.167,7.220
3cz1,6.901,7.260
3czv,7.797,7.800
3d1y,8.122,8.220
3d2e,6.178,6.420
3d4y,5.944,5.700
3d50,4.733,4.770
3d51,4.006,4.150
3d52,3.562,3.280
3d6o,4.043,4.110
3d6p,3.758,3.750
3d78,7.482,7.640
3d7k,4.641,4.600
3d83,8.536,8.360
3d8w,8.372,8.150
3d8z,3.426,3.370
3d91,8.270,9.150
3daz,8.140,7.930
3dbu,8.293,8.060
3dc3,8.645,8.310
3dcc,8.976,8.960
3ddf,4.846,4.660
3ddg,5.981,6.000
3dgo,6.728,6.740
3djo,4.476,4.390
3djq,2.918,2.980
3djv,4.399,4.550
3djx,2.834,2.810
3dln,6.370,6.600
3dnd,5.059,4.800
3dp4,6.860,7.370
3drf,7.112,7.000
3drg,7.380,7.000
3dri,4.430,4.420
3dx1,4.061,3.580
3dx2,6.993,6.820
3dx3,6.180,6.520
3dx4,6.932,7.120
3dyo,2.265,2.300
3dzt,7.295,7.220
3e12,5.897,5.990
3e5a,8.180,8.230
3e5u,5.972,5.850
3e92,8.276,8.000
3ebl,6.624,6.300
3ebo,4.967,4.720
3eeb,5.799,5.890
3eft,7.774,7.920
3egt,8.381,8.900
3ehx,7.184,7.600
3ekp,9.609,8.890
3ekt,10.793,10.590
3ekv,9.255,9.410
3ekx,8.567,9.410
3el1,9.571,9.640
3el5,7.308,7.720
3elc,2.974,2.690
3ery,5.755,5.660
3evd,6.433,6.910
3ewc,8.330,7.700
3ewj,6.954,6.840
3exe,7.133,6.960
3exh,5.247,4.880
3f15,7.749,8.100
3f19,7.086,7.190
3f1a,7.036,7.210
3f34,3.076,3.160
3f37,2.693,2.620
3f5j,4.253,4.280
3f5k,4.667,4.620
3f5l,3.783,3.720
3f6e,2.696,2.380
3f6g,4.632,4.720
3f70,5.289,4.850
3f78,3.531,3.100
3f7h,7.356,7.090
3f7i,7.334,7.340
3f8c,7.279,7.680
3f8e,6.893,7.230
3f8f,6.954,6.630
3fas,6.466,6.770
3fed,7.174,7.460
3ff3,3.928,3.570
3ffg,9.883,9.080
3ffp,7.644,7.140
3fhb,6.489,5.700
3fj7,3.982,3.710
3fqe,8.036,8.300
3fuc,9.952,9.720
3fur,8.307,8.000
3fuz,6.826,6.540
3fv2,8.696,8.110
3fv3,9.629,9.520
3fvh,6.566,6.350
3fvk,8.964,8.820
3fvl,6.005,6.070
3fvn,7.058,6.770
3fwv,6.115,5.640
3fx6,6.693,6.800
3fzy,6.811,6.740
3g19,6.454,6.670
3g1d,3.799,3.480
3g1v,3.181,3.190
3g2y,2.014,2.000
3g30,2.738,2.510
3g31,2.860,2.890
3g32,3.296,3.710
3g34,2.734,2.960
3g35,4.447,4.680
3g3r,6.497,6.480
3g5k,10.449,9.520
3ga5,4.971,5.490
3gba,8.874,9.070
3gbe,4.975,5.000
3gc4,7.857,7.600
3gc5,7.349,7.260
3gcp,7.615,7.820
3gcu,6.956,6.780
3gdt,7.163,7.190
3ggu,9.007,9.770
3gi5,11.345,11.220
3gi6,11.304,11.220
3gjw,8.181,8.300
3gk1,4.132,4.100
3gkz,7.840,8.000
3gm0,7.867,7.770
3gr2,2.535,2.520
3gsm,6.461,6.480
3gss,5.774,5.820
3gst,6.880,6.720
3gt9,4.140,3.960
3gta,4.494,4.280
3gv9,2.281,2.120
3gvu,7.906,8.000
3gy2,5.750,5.740
3gy3,5.599,5.630
3gy7,4.779,4.520
3h1x,5.791,5.890
3h30,5.120,4.530
3h78,4.139,4.240
3h89,7.403,7.640
3h8b,6.444,6.290
3hcm,3.350,3.300
3hfb,7.584,7.520
3hit,7.918,8.190
3hkq,5.149,5.340
3hkt,5.371,5.390
3hku,8.226,8.300
3hky,6.985,7.100
3hl5,4.562,4.470
3hl7,7.607,7.640
3hll,8.436,8.240
3hs4,8.159,8.000
3hu3,6.903,6.890
3hv8,6.995,6.980
3hww,6.950,7.120
3hzk,6.855,6.700
3hzm,5.271,5.520
3i25,8.421,8.510
3i4b,8.521,8.150
3i51,7.955,7.700
3i5z,8.727,8.700
3i60,9.101,8.700
3i73,5.247,5.490
3i9g,8.617,8.960
3iae,4.293,3.890
3ibl,8.165,7.840
3ibn,7.765,7.610
3ies,10.236,9.920
3ifl,8.096,8.080
3igp,7.299,7.020
3ijh,3.800,4.000
3ikd,6.498,6.750
3ikg,7.172,7.240
3ime,2.850,3.000
3iob,3.535,3.420
3ioe,3.189,3.270
3iog,5.305,5.520
3ip5,6.220,6.220
3ip6,6.496,6.600
3ip8,2.115,2.280
3ipq,7.693,7.570
3ipu,7.579,7.320
3iqu,4.829,4.770
3isj,3.842,3.680
3iss,5.726,6.050
3iub,4.697,4.540
3iue,5.882,5.820
3ivx,6.050,5.740
3iw5,5.915,6.080
3iww,7.987,7.960
3jdw,3.708,3.600
3jrs,4.627,4.280
3juk,4.687,4.890
3juo,5.135,5.070
3jup,5.649,5.580
3jvr,5.692,5.720
3jya,7.195,6.890
3jzj,3.492,3.610
3k02,4.585,5.000
3k1j,6.524,6.400
3k2f,7.748,7.200
3k4q,5.416,5.340
3k8o,11.700,11.070
3k8q,11.094,11.280
3kek,8.484,8.360
3kgt,5.292,5.510
3kgu,5.770,5.920
3kiv,4.502,4.700
3kjd,8.480,8.540
3kku,5.678,5.700
3kmx,4.999,4.820
3kmy,4.581,4.490
3kqr,4.234,4.430
3kr4,7.956,7.600
3kyq,4.127,4.220
3l0v,7.708,7.640
3l3l,7.403,7.480
3l3m,8.458,8.220
3l4x,7.135,6.890
3l4y,7.283,7.000
3l4z,7.092,6.720
3l59,3.679,3.700
3ldp,6.026,5.620
3lgs,4.241,4.610
3lir,6.790,6.920
3liw,8.220,7.600
3lk8,7.575,7.710
3lmk,6.201,5.940
3lpp,6.676,6.220
3lq2,5.229,5.220
3lxe,6.724,6.600
3lxk,9.881,9.800
3lzu,9.637,10.060
3m35,7.737,7.220
3m36,9.957,9.820
3m3c,3.614,4.060
3m3x,6.923,6.820
3m3z,5.682,5.730
3m5e,7.562,7.370
3m67,7.049,6.740
3m8u,5.074,4.890
3m96,7.213,7.220
3mam,4.677,4.120
3mdz,9.309,9.100
3mhc,8.043,7.960
3mhl,7.502,7.250
3mhm,7.158,7.000
3mho,6.731,6.490
3mi2,7.330,7.770
3ml2,8.560,8.050
3ml5,8.739,8.520
3mna,7.493,7.390
3mof,3.143,3.070
3mxd,8.606,8.830
3mxe,10.381,10.010
3mzc,7.061,6.650
3n0n,7.504,7.300
3n1c,5.233,5.220
3n2p,8.131,7.820
3n2u,7.480,7.840
